block_length,seed,test,memory_events,alternative,status,error,statistic,p_value,reject_at_alpha,alpha,n_resamples,n_randomized_units,n_focal_events,randomization_seed,elapsed_seconds
1000,1066,total_effect_crt,5000,greater,ok,,-0.5329439870409668,0.6261869065467266,False,0.05,2000,5,5000,147071065,0.009292100003222004
1000,1067,anticipation_pirt,-1,greater,ok,,0.0017784573913979139,0.5797101449275363,False,0.05,2000,499,1000,2394657778,0.025326300004962832
1000,1067,carryover_crt,0,two-sided,ok,,0.7858494224014729,0.0074962518740629685,True,0.05,2000,250,250000,139727545,0.025975199998356402
1000,1067,carryover_crt,1000,two-sided,ok,,-0.013540480737954375,0.968015992003998,False,0.05,2000,125,125000,1324061567,0.02242689998820424
1000,1067,carryover_crt,2500,two-sided,ok,,-0.06991257585595897,0.8860569715142429,False,0.05,2000,83,43500,1070002433,0.013566400011768565
1000,1067,carryover_crt,5000,two-sided,ok,,-0.5114287668789124,0.5147426286856571,False,0.05,2000,41,41000,3144748699,0.010094600002048537
1000,1067,carryover_crt,10000,two-sided,ok,,1.3744054232007736,0.14292853573213393,False,0.05,2000,22,22000,4114766453,0.010293900006217882
1000,1067,total_effect_crt,5000,greater,ok,,-3.6673399139046667,1.0,False,0.05,2000,1,1000,959921884,0.008340100001078099
1000,1068,anticipation_pirt,-1,greater,ok,,0.001672284870380815,0.7796101949025487,False,0.05,2000,499,1000,4178024979,0.03174639999633655
1000,1068,carryover_crt,0,two-sided,ok,,0.4799491888784767,0.095952023988006,False,0.05,2000,250,250000,419591489,0.0282778000109829
1000,1068,carryover_crt,1000,two-sided,ok,,-0.7495825432280004,0.06846576711644178,False,0.05,2000,125,125000,2702718698,0.017701200005831197
1000,1068,carryover_crt,2500,two-sided,ok,,-0.09742900927982412,0.8465767116441779,False,0.05,2000,83,43500,444648924,0.01453459999174811
1000,1068,carryover_crt,5000,two-sided,ok,,-0.7417643729269323,0.3213393303348326,False,0.05,2000,41,41000,269623540,0.010439600009704009
1000,1068,carryover_crt,10000,two-sided,ok,,-0.6085327140451832,0.5182408795602199,False,0.05,2000,22,22000,4269667660,0.00937569999950938
1000,1068,total_effect_crt,5000,greater,ok,,6.374359856009483,0.2463768115942029,False,0.05,2000,2,2000,1780893556,0.009067000006325543
1000,1069,anticipation_pirt,-1,greater,ok,,-0.0014658762520648161,0.2538730634682659,False,0.05,2000,499,2000,478893454,0.0270021999895107
1000,1069,carryover_crt,0,two-sided,ok,,-0.30097327299684284,0.2978510744627686,False,0.05,2000,250,250000,281554922,0.025328399991849437
1000,1069,carryover_crt,1000,two-sided,ok,,0.4837670283974708,0.24387806096951525,False,0.05,2000,125,125000,1457915809,0.02001370000652969
1000,1069,carryover_crt,2500,two-sided,ok,,-0.7508640780147658,0.1714142928535732,False,0.05,2000,83,43500,3970444040,0.01390190000529401
1000,1069,carryover_crt,5000,two-sided,ok,,0.8070575422934463,0.2753623188405797,False,0.05,2000,41,41000,3928900931,0.011100500007160008
1000,1069,carryover_crt,10000,two-sided,ok,,1.0414608863077377,0.2913543228385807,False,0.05,2000,22,22000,1582352527,0.009012199996504933
1000,1069,total_effect_crt,5000,greater,ok,,-0.5393714160088982,0.6381809095452274,False,0.05,2000,7,7000,507058435,0.00982139998814091
1000,1070,anticipation_pirt,-1,greater,ok,,0.0018957817037563518,0.6016991504247876,False,0.05,2000,499,1000,4045102295,0.026875400013523176
1000,1070,carryover_crt,0,two-sided,ok,,0.5746299863031507,0.053973013493253376,False,0.05,2000,250,250000,1010590755,0.029378500010352582
1000,1070,carryover_crt,1000,two-sided,ok,,0.8316196607262194,0.047976011994003,True,0.05,2000,125,125000,4116965893,0.01748429998406209
1000,1070,carryover_crt,2500,two-sided,ok,,0.15286785200735536,0.7666166916541729,False,0.05,2000,83,43500,639896687,0.015346800006227568
1000,1070,carryover_crt,5000,two-sided,ok,,-0.04168731617945717,0.9420289855072463,False,0.05,2000,41,41000,4077480042,0.010220500000286847
1000,1070,carryover_crt,10000,two-sided,ok,,-0.7491318031671372,0.4642678660669665,False,0.05,2000,22,22000,2894024604,0.009292200003983453
1000,1070,total_effect_crt,5000,greater,ok,,5.145106545021137,0.1409295352323838,False,0.05,2000,3,3000,1749765118,0.008503599994583055
1000,1071,anticipation_pirt,-1,greater,ok,,-0.003137845106333218,0.09795102448775612,False,0.05,2000,499,2000,3401705,0.025106599990976974
1000,1071,carryover_crt,0,two-sided,ok,,0.6242611853276788,0.04697651174412794,True,0.05,2000,250,250000,3266494459,0.025432499998714775
1000,1071,carryover_crt,1000,two-sided,ok,,0.6106836660260558,0.1424287856071964,False,0.05,2000,125,125000,3785826266,0.02215269999578595
1000,1071,carryover_crt,2500,two-sided,ok,,0.18684230748459885,0.7071464267866067,False,0.05,2000,83,43500,1297457311,0.0122735999757424
1000,1071,carryover_crt,5000,two-sided,ok,,-0.15164194700158232,0.8265867066466767,False,0.05,2000,41,41000,2953511046,0.01018450001720339
1000,1071,carryover_crt,10000,two-sided,ok,,-1.3789472413372927,0.20089955022488756,False,0.05,2000,22,22000,981733613,0.009675599983893335
1000,1071,total_effect_crt,5000,greater,ok,,3.143084927782416,0.12343828085957022,False,0.05,2000,4,4000,1484519662,0.009046999999554828
1000,1072,anticipation_pirt,-1,greater,ok,,0.0019390996755607156,0.8035982008995503,False,0.05,2000,499,2000,3521688955,0.031087799987290055
1000,1072,carryover_crt,0,two-sided,ok,,0.11211319735656684,0.6951524237881059,False,0.05,2000,250,250000,2107089022,0.027392299991333857
1000,1072,carryover_crt,1000,two-sided,ok,,1.2202476523459254,0.0034982508745627187,True,0.05,2000,125,125000,2957393360,0.018773000017972663
1000,1072,carryover_crt,2500,two-sided,ok,,-0.5748883737523692,0.28785607196401797,False,0.05,2000,83,43500,2116907580,0.013929500011727214
1000,1072,carryover_crt,5000,two-sided,ok,,0.6563755949190478,0.38980509745127434,False,0.05,2000,41,41000,2601043698,0.010112899995874614
1000,1072,carryover_crt,10000,two-sided,ok,,0.2986918125401505,0.7806096951524237,False,0.05,2000,22,22000,3979761550,0.00948959999368526
1000,1072,total_effect_crt,5000,greater,ok,,-1.037139978375286,0.7486256871564217,False,0.05,2000,3,5000,3683585405,0.009066300000995398
1000,1073,anticipation_pirt,-1,greater,ok,,-0.00260576075930387,0.12593703148425786,False,0.05,2000,499,2000,1170154452,0.02658869998413138
1000,1073,carryover_crt,0,two-sided,ok,,0.827147020780608,0.0029985007496251873,True,0.05,2000,250,250000,543216802,0.02541539998492226
1000,1073,carryover_crt,1000,two-sided,ok,,-0.11042991709640614,0.7961019490254873,False,0.05,2000,125,125000,3479060027,0.021842199988896027
1000,1073,carryover_crt,2500,two-sided,ok,,0.4065348339562855,0.4522738630684658,False,0.05,2000,83,43500,666067726,0.013649600005010143
1000,1073,carryover_crt,5000,two-sided,ok,,0.7251648610459597,0.3153423288355822,False,0.05,2000,41,41000,1573769598,0.010540400020545349
1000,1073,carryover_crt,10000,two-sided,ok,,1.3263154262011363,0.23388305847076463,False,0.05,2000,22,22000,1724018654,0.009693900006823242
1000,1073,total_effect_crt,5000,greater,ok,,-1.3894849675316363,0.7531234382808596,False,0.05,2000,4,4000,903939097,0.010124399996129796
1000,1074,anticipation_pirt,-1,greater,ok,,-0.0030837446047320225,0.06146926536731634,False,0.05,2000,499,2000,4080072605,0.03200279999873601
1000,1074,carryover_crt,0,two-sided,ok,,0.6445758249320686,0.030984507746126936,True,0.05,2000,250,250000,2579718357,0.02790759998606518
1000,1074,carryover_crt,1000,two-sided,ok,,-0.44111631083980196,0.31984007996002,False,0.05,2000,125,125000,2852913054,0.018944699986604974
1000,1074,carryover_crt,2500,two-sided,ok,,1.032321519143323,0.05847076461769116,False,0.05,2000,83,43500,770726724,0.0157523000088986
1000,1074,carryover_crt,5000,two-sided,ok,,-0.8739746132831021,0.26936531734132935,False,0.05,2000,41,41000,1076831250,0.011584499996388331
1000,1074,carryover_crt,10000,two-sided,ok,,1.365361787531525,0.1969015492253873,False,0.05,2000,22,22000,2062673205,0.009521300002234057
1000,1074,total_effect_crt,5000,greater,ok,,2.205239947065711,0.49325337331334335,False,0.05,2000,2,2000,3752500593,0.008555599983083084
1000,1075,anticipation_pirt,-1,greater,ok,,-0.001189098046632873,0.4817591204397801,False,0.05,2000,499,2000,3507604514,0.024577399977715686
1000,1075,carryover_crt,0,two-sided,ok,,0.4307627903908938,0.1454272863568216,False,0.05,2000,250,250000,1859780576,0.028732300008414313
1000,1075,carryover_crt,1000,two-sided,ok,,0.4364604700313509,0.28785607196401797,False,0.05,2000,125,125000,3139281901,0.020947900018654764
1000,1075,carryover_crt,2500,two-sided,ok,,-0.9402675442964377,0.06796601699150424,False,0.05,2000,83,43500,478897683,0.013943700003437698
1000,1075,carryover_crt,5000,two-sided,ok,,0.16775853254255363,0.8190904547726137,False,0.05,2000,41,41000,3341499388,0.010700799990445375
1000,1075,carryover_crt,10000,two-sided,ok,,-0.12583999546177,0.8910544727636182,False,0.05,2000,22,22000,2246435524,0.010763099999167025
1000,1075,total_effect_crt,5000,greater,ok,,0.46082999104261396,0.4917541229385307,False,0.05,2000,2,2000,1115940608,0.008850399986840785
1000,1076,anticipation_pirt,-1,greater,ok,,-0.0032089175309743647,0.03298350824587706,True,0.05,2000,499,1000,1712501546,0.033435999997891486
1000,1076,carryover_crt,0,two-sided,ok,,0.7701700623330177,0.01649175412293853,True,0.05,2000,250,250000,3340393306,0.027812000014819205
1000,1076,carryover_crt,1000,two-sided,ok,,0.5372065480300485,0.22438780609695153,False,0.05,2000,125,125000,3249857629,0.018983299989486113
1000,1076,carryover_crt,2500,two-sided,ok,,0.5931039867967187,0.2913543228385807,False,0.05,2000,83,43500,4279757195,0.015393099980428815
1000,1076,carryover_crt,5000,two-sided,ok,,1.3597243603660567,0.08495752123938032,False,0.05,2000,41,41000,1396441556,0.011040600016713142
1000,1076,carryover_crt,10000,two-sided,ok,,0.47681544161655703,0.6546726636681659,False,0.05,2000,22,22000,2823416753,0.009118099987972528
1000,1076,total_effect_crt,5000,greater,ok,,4.624139896374196,0.12743628185907047,False,0.05,2000,4,4000,2219994921,0.009205500013194978
1000,1077,anticipation_pirt,-1,greater,ok,,-0.001723398085557508,0.3003498250874563,False,0.05,2000,499,2000,949051283,0.025680999999167398
1000,1077,carryover_crt,0,two-sided,ok,,0.8602599804215877,0.005497251374312844,True,0.05,2000,250,250000,1335280887,0.026238700025714934
1000,1077,carryover_crt,1000,two-sided,ok,,0.6659515062682331,0.12243878060969515,False,0.05,2000,125,125000,3245684630,0.0211970999953337
1000,1077,carryover_crt,2500,two-sided,ok,,0.08294447930616781,0.8750624687656172,False,0.05,2000,83,43500,437709704,0.015009100025054067
1000,1077,carryover_crt,5000,two-sided,ok,,0.6214443750684037,0.4112943528235882,False,0.05,2000,41,41000,3380032260,0.011687500023981556
1000,1077,carryover_crt,10000,two-sided,ok,,0.7960817967168988,0.45077461269365315,False,0.05,2000,22,22000,3132943196,0.011774800019338727
1000,1077,total_effect_crt,5000,greater,ok,,6.652759849652648,0.2608695652173913,False,0.05,2000,2,2000,1756285756,0.008690599992405623
1000,1078,anticipation_pirt,-1,greater,ok,,-0.002349563225897937,0.24587706146926536,False,0.05,2000,499,2000,454135468,0.03194359998451546
1000,1078,carryover_crt,0,two-sided,ok,,0.179954556216225,0.544727636181909,False,0.05,2000,250,250000,68406502,0.027208699990296736
1000,1078,carryover_crt,1000,two-sided,ok,,-0.14752063607457272,0.744127936031984,False,0.05,2000,125,125000,2977138224,0.018781599996145815
1000,1078,carryover_crt,2500,two-sided,ok,,-0.31714042642375073,0.5142428785607196,False,0.05,2000,83,43500,2369692030,0.01442339998902753
1000,1078,carryover_crt,5000,two-sided,ok,,-0.1970790203777027,0.7756121939030485,False,0.05,2000,41,41000,1603094080,0.011071199987782165
1000,1078,carryover_crt,10000,two-sided,ok,,-0.741815437647768,0.47476261869065467,False,0.05,2000,22,22000,831681349,0.008999399986350909
1000,1078,total_effect_crt,5000,greater,ok,,-3.939779906690121,1.0,False,0.05,2000,1,1000,3156388192,0.008295699983136728
1000,1079,anticipation_pirt,-1,greater,ok,,0.002232905636909252,0.6901549225387307,False,0.05,2000,499,2000,2971897112,0.02694730000803247
1000,1079,carryover_crt,0,two-sided,ok,,0.07114247818040849,0.8085957021489255,False,0.05,2000,250,250000,3525694033,0.03217650001170114
1000,1079,carryover_crt,1000,two-sided,ok,,0.15370415557762976,0.7161419290354822,False,0.05,2000,125,125000,3585603096,0.028649399988353252
1000,1079,carryover_crt,2500,two-sided,ok,,-0.7778335244032273,0.12343828085957022,False,0.05,2000,83,43500,1654675445,0.02757130001555197
1000,1079,carryover_crt,5000,two-sided,ok,,-0.9373497355509457,0.2158920539730135,False,0.05,2000,41,41000,2974368618,0.01976170000853017
1000,1079,carryover_crt,10000,two-sided,ok,,1.439619057176804,0.11744127936031984,False,0.05,2000,22,22000,3461955909,0.017104600003222004
1000,1079,total_effect_crt,5000,greater,ok,,6.334759866207838,0.5097451274362819,False,0.05,2000,1,1000,218922729,0.008200600015698
1000,1080,anticipation_pirt,-1,greater,ok,,-0.002025616888632596,0.21239380309845077,False,0.05,2000,499,2000,4277353599,0.033572400017874315
1000,1080,carryover_crt,0,two-sided,ok,,0.8962310193888099,0.0069965017491254375,True,0.05,2000,250,250000,1920776331,0.027841500006616116
1000,1080,carryover_crt,1000,two-sided,ok,,0.2626276744880974,0.5487256371814093,False,0.05,2000,125,125000,4209405830,0.01895120000699535
1000,1080,carryover_crt,2500,two-sided,ok,,0.3100173427279813,0.5782108945527237,False,0.05,2000,83,43500,3082847476,0.01643530000001192
1000,1080,carryover_crt,5000,two-sided,ok,,-0.06735512191729577,0.9460269865067467,False,0.05,2000,41,41000,3430584107,0.012110500014387071
1000,1080,carryover_crt,10000,two-sided,ok,,1.2991417881238532,0.21139430284857572,False,0.05,2000,22,22000,3553345523,0.01025710001704283
1000,1080,total_effect_crt,5000,greater,ok,,2.8943149380534887,0.1809095452273863,False,0.05,2000,4,4000,4047859111,0.011808600014774129
1000,1081,anticipation_pirt,-1,greater,ok,,0.0042564223397326675,0.9165417291354323,False,0.05,2000,499,1000,4184381745,0.030213399993954226
1000,1081,carryover_crt,0,two-sided,ok,,0.824188621349886,0.005497251374312844,True,0.05,2000,250,250000,4015404792,0.027662599983159453
1000,1081,carryover_crt,1000,two-sided,ok,,0.1004807987511754,0.8290854572713643,False,0.05,2000,125,125000,232283078,0.021221300004981458
1000,1081,carryover_crt,2500,two-sided,ok,,-0.41387488284875845,0.4307846076961519,False,0.05,2000,83,43500,2700624035,0.01255959999980405
1000,1081,carryover_crt,5000,two-sided,ok,,-0.6887282777648509,0.3583208395802099,False,0.05,2000,41,41000,814590588,0.010492100002011284
1000,1081,carryover_crt,10000,two-sided,ok,,0.01402454696273956,0.991504247876062,False,0.05,2000,22,22000,231553588,0.010115799988852814
1000,1081,total_effect_crt,5000,greater,ok,,4.864039888542146,0.11594202898550725,False,0.05,2000,4,4000,1902203693,0.009762000001501292
1000,1082,anticipation_pirt,-1,greater,ok,,-0.003094431529840695,0.09045477261369315,False,0.05,2000,499,1000,3039413966,0.032345499988878146
1000,1082,carryover_crt,0,two-sided,ok,,0.5205848680139333,0.08945527236381809,False,0.05,2000,250,250000,3079433178,0.027770599990617484
1000,1082,carryover_crt,1000,two-sided,ok,,-0.5344651080445052,0.21889055472263869,False,0.05,2000,125,125000,3025946341,0.019167799997376278
1000,1082,carryover_crt,2500,two-sided,ok,,-0.026667468489329497,0.9585207396301849,False,0.05,2000,83,43500,3364064035,0.014733399992110208
1000,1082,carryover_crt,5000,two-sided,ok,,-0.8582453449279435,0.2563718140929535,False,0.05,2000,41,41000,3558025529,0.01184389999252744
1000,1082,carryover_crt,10000,two-sided,ok,,-0.43580544496937246,0.671664167916042,False,0.05,2000,22,22000,477959306,0.011286400025710464
1000,1082,total_effect_crt,5000,greater,ok,,-0.22019332124789556,0.6256871564217891,False,0.05,2000,3,3000,4178297580,0.008944900007918477
1000,1083,anticipation_pirt,-1,greater,ok,,0.002367375336157755,0.6696651674162919,False,0.05,2000,499,1000,1278317776,0.028194099984830245
1000,1083,carryover_crt,0,two-sided,ok,,0.028028158696919638,0.9250374812593704,False,0.05,2000,250,250000,757173712,0.024412099999608472
1000,1083,carryover_crt,1000,two-sided,ok,,0.6046639869093895,0.1619190404797601,False,0.05,2000,125,125000,482178146,0.021285499999066815
1000,1083,carryover_crt,2500,two-sided,ok,,-0.4920752662231045,0.37031484257871067,False,0.05,2000,83,43500,3083356649,0.012683200009632856
1000,1083,carryover_crt,5000,two-sided,ok,,0.44157413637947024,0.5642178910544727,False,0.05,2000,41,41000,1875707428,0.010375899990322068
1000,1083,carryover_crt,10000,two-sided,ok,,-0.6969863475610248,0.48575712143928035,False,0.05,2000,22,22000,174044722,0.008883400005288422
1000,1083,total_effect_crt,5000,greater,ok,,0.2732799931963285,0.5207396301849075,False,0.05,2000,3,3000,2548844345,0.009655000001657754
1000,1084,anticipation_pirt,-1,greater,ok,,-0.0011541197996826934,0.3818090954522739,False,0.05,2000,499,2000,1474777872,0.03036409997730516
1000,1084,carryover_crt,0,two-sided,ok,,0.5618675069244057,0.05547226386806597,False,0.05,2000,250,250000,1601206087,0.027693300013197586
1000,1084,carryover_crt,1000,two-sided,ok,,-0.3555967918456196,0.39780109945027486,False,0.05,2000,125,125000,4120206031,0.019178599992301315
1000,1084,carryover_crt,2500,two-sided,ok,,0.18685705533122798,0.729135432283858,False,0.05,2000,83,43500,4288109338,0.01469009998254478
1000,1084,carryover_crt,5000,two-sided,ok,,-0.04896243767967305,0.9395302348825587,False,0.05,2000,41,41000,4206672259,0.010013000020990148
1000,1084,carryover_crt,10000,two-sided,ok,,-0.5676218057202006,0.5737131434282858,False,0.05,2000,22,22000,1700986575,0.00918300001649186
1000,1084,total_effect_crt,5000,greater,ok,,6.104199856057763,0.2593703148425787,False,0.05,2000,2,2000,3411006068,0.008791200001724064
1000,1085,anticipation_pirt,-1,greater,ok,,-0.0024776037783882767,0.19940029985007496,False,0.05,2000,499,2000,2743636798,0.025889899989124388
1000,1085,carryover_crt,0,two-sided,ok,,0.6746189445672333,0.02448775612193903,True,0.05,2000,250,250000,3882544168,0.025434999988647178
1000,1085,carryover_crt,1000,two-sided,ok,,-0.03940016007497903,0.9310344827586207,False,0.05,2000,125,125000,2559097419,0.021971200010739267
1000,1085,carryover_crt,2500,two-sided,ok,,0.5542227340496271,0.3458270864567716,False,0.05,2000,83,43500,1541218368,0.012531899992609397
1000,1085,carryover_crt,5000,two-sided,ok,,-0.2857970667015306,0.7126436781609196,False,0.05,2000,41,41000,4120999867,0.010898100008489564
1000,1085,carryover_crt,10000,two-sided,ok,,-1.0797236128954049,0.28285857071464265,False,0.05,2000,22,22000,1541376061,0.009589499997673556
1000,1085,total_effect_crt,5000,greater,ok,,0.8053449831828475,0.44577711144427784,False,0.05,2000,4,4000,4024032828,0.009140599984675646
1000,1086,anticipation_pirt,-1,greater,ok,,0.002017895257441746,0.6191904047976012,False,0.05,2000,499,1000,2345858115,0.024826200009556487
1000,1086,carryover_crt,0,two-sided,ok,,1.0659284550670236,0.0009995002498750624,True,0.05,2000,250,250000,2435919726,0.029115800018189475
1000,1086,carryover_crt,1000,two-sided,ok,,-0.4009459106664061,0.3173413293353323,False,0.05,2000,125,125000,131386611,0.018190700007835403
1000,1086,carryover_crt,2500,two-sided,ok,,-0.3309110282556659,0.5022488755622189,False,0.05,2000,83,43500,4057430917,0.014709099981701002
1000,1086,carryover_crt,5000,two-sided,ok,,-1.2800053373289908,0.08995502248875563,False,0.05,2000,41,41000,2264343136,0.012606300006154925
1000,1086,carryover_crt,10000,two-sided,ok,,0.4862554477393967,0.6621689155422289,False,0.05,2000,22,22000,3885848026,0.010961899999529123
1000,1086,total_effect_crt,5000,greater,ok,,-1.962919953584671,1.0,False,0.05,2000,1,1000,3436625884,0.008525599987478927
1000,1087,anticipation_pirt,-1,greater,ok,,-0.0015617964070870466,0.2893553223388306,False,0.05,2000,499,1000,3556879368,0.025705300009576604
1000,1087,carryover_crt,0,two-sided,ok,,0.35014407188811897,0.25987006496751625,False,0.05,2000,250,250000,802935401,0.024767199996858835
1000,1087,carryover_crt,1000,two-sided,ok,,0.047497439411222905,0.9075462268865567,False,0.05,2000,125,125000,1404861563,0.022418600012315437
1000,1087,carryover_crt,2500,two-sided,ok,,-0.18715026177756733,0.7136431784107946,False,0.05,2000,83,43500,1180170473,0.01222920001600869
1000,1087,carryover_crt,5000,two-sided,ok,,0.9440863191678028,0.21039480259870064,False,0.05,2000,41,41000,3510867689,0.009940300020389259
1000,1087,carryover_crt,10000,two-sided,ok,,-0.27741726780056264,0.7731134432783608,False,0.05,2000,22,22000,1013714766,0.009442499984288588
1000,1087,total_effect_crt,5000,greater,ok,,4.049479912400246,0.4867566216891554,False,0.05,2000,1,1000,980091637,0.008653299999423325
1000,1088,anticipation_pirt,-1,greater,ok,,-0.00198079584361612,0.07496251874062969,False,0.05,2000,499,2000,161703985,0.030997699999716133
1000,1088,carryover_crt,0,two-sided,ok,,0.23834143454705176,0.4357821089455272,False,0.05,2000,250,250000,203808972,0.026592900016112253
1000,1088,carryover_crt,1000,two-sided,ok,,1.0359498966890575,0.017991004497751123,True,0.05,2000,125,125000,2785751226,0.017873399978270754
1000,1088,carryover_crt,2500,two-sided,ok,,0.2451402352580644,0.6451774112943528,False,0.05,2000,83,43500,3129047724,0.013119000010192394
1000,1088,carryover_crt,5000,two-sided,ok,,0.9166038818437515,0.2178910544727636,False,0.05,2000,41,41000,599934624,0.011532000004081056
1000,1088,carryover_crt,10000,two-sided,ok,,0.6774108930495989,0.495752123938031,False,0.05,2000,22,22000,2970325785,0.010533000022405759
1000,1088,total_effect_crt,5000,greater,ok,,0.6327999894980874,0.4062968515742129,False,0.05,2000,7,7000,1165594462,0.008594500017352402
1000,1089,anticipation_pirt,-1,greater,ok,,0.0027392056873620195,0.7271364317841079,False,0.05,2000,499,1000,3232371248,0.02604659998905845
1000,1089,carryover_crt,0,two-sided,ok,,0.6313986251966357,0.044977511244377814,True,0.05,2000,250,250000,2860734305,0.02517099998658523
1000,1089,carryover_crt,1000,two-sided,ok,,0.35403391306361554,0.3953023488255872,False,0.05,2000,125,125000,3124102560,0.022298600000794977
1000,1089,carryover_crt,2500,two-sided,ok,,-0.0015289638751602606,0.9970014992503748,False,0.05,2000,83,43500,2378386221,0.013044499995885417
1000,1089,carryover_crt,5000,two-sided,ok,,-0.890937541157825,0.21889055472263869,False,0.05,2000,41,41000,2909445858,0.011098299990408123
1000,1089,carryover_crt,10000,two-sided,ok,,-0.17669817742790023,0.8480759620189905,False,0.05,2000,22,22000,2587711713,0.009236999991117045
1000,1089,total_effect_crt,5000,greater,ok,,-2.5013599429279565,1.0,False,0.05,2000,1,1000,56183719,0.008528400008799508
1000,1090,anticipation_pirt,-1,greater,ok,,-0.002234346599040817,0.11694152923538231,False,0.05,2000,499,1000,3665388400,0.031146699999226257
1000,1090,carryover_crt,0,two-sided,ok,,0.7770997418711036,0.010494752623688156,True,0.05,2000,250,250000,3863864422,0.029129500006092712
1000,1090,carryover_crt,1000,two-sided,ok,,-0.6620775854258537,0.13943028485757122,False,0.05,2000,125,125000,4027045255,0.018793700000969693
1000,1090,carryover_crt,2500,two-sided,ok,,0.43532895467755317,0.38780609695152424,False,0.05,2000,83,43500,3017353493,0.015123899996979162
1000,1090,carryover_crt,5000,two-sided,ok,,-0.19675755660926428,0.7926036981509246,False,0.05,2000,41,41000,682297510,0.012666700000409037
1000,1090,carryover_crt,10000,two-sided,ok,,0.0500354520744561,0.9590204897551224,False,0.05,2000,22,22000,655342615,0.010191599983954802
1000,1090,total_effect_crt,5000,greater,ok,,0.3896899939253926,0.5137431284357821,False,0.05,2000,2,2000,496046455,0.008590599987655878
1000,1091,anticipation_pirt,-1,greater,ok,,-0.0028180851528319534,0.1774112943528236,False,0.05,2000,499,2000,3414849660,0.025032500008819625
1000,1091,carryover_crt,0,two-sided,ok,,0.3203459930284173,0.2733633183408296,False,0.05,2000,250,250000,1597814034,0.026278900011675432
1000,1091,carryover_crt,1000,two-sided,ok,,-0.5366052683396638,0.1889055472263868,False,0.05,2000,125,125000,221727799,0.022649799997452646
1000,1091,carryover_crt,2500,two-sided,ok,,0.06778824057724464,0.8800599700149925,False,0.05,2000,83,43500,1011028219,0.016526599996723235
1000,1091,carryover_crt,5000,two-sided,ok,,-0.38859852814329116,0.6056971514242878,False,0.05,2000,41,41000,821355823,0.011254799988819286
1000,1091,carryover_crt,10000,two-sided,ok,,-0.8375563434340397,0.4002998500749625,False,0.05,2000,22,22000,3060409230,0.010838900023372844
1000,1091,total_effect_crt,5000,greater,ok,,-4.589699887633324,1.0,False,0.05,2000,1,1000,2736163094,0.00845709998975508
1000,1092,anticipation_pirt,-1,greater,ok,,-0.002284716746196325,0.2688655672163918,False,0.05,2000,499,1000,1438848682,0.02335289999609813
1000,1092,carryover_crt,0,two-sided,ok,,0.04937839893315731,0.8735632183908046,False,0.05,2000,250,250000,1450794821,0.02978739998070523
1000,1092,carryover_crt,1000,two-sided,ok,,0.20898335503679527,0.6201899050474763,False,0.05,2000,125,125000,3331215542,0.01946209999732673
1000,1092,carryover_crt,2500,two-sided,ok,,-0.20074650224892496,0.6976511744127936,False,0.05,2000,83,43500,1669212384,0.014880200003972277
1000,1092,carryover_crt,5000,two-sided,ok,,0.28732584585667387,0.7126436781609196,False,0.05,2000,41,41000,860587997,0.01310480001848191
1000,1092,carryover_crt,10000,two-sided,ok,,0.189999086183919,0.8525737131434283,False,0.05,2000,22,22000,2160795301,0.010511799977393821
1000,1092,total_effect_crt,5000,greater,ok,,-2.9223599327653647,1.0,False,0.05,2000,2,2000,3299621821,0.009100199997192249
1000,1093,anticipation_pirt,-1,greater,ok,,-0.0013985725639650904,0.41179410294852575,False,0.05,2000,499,1000,3822487631,0.02714869999908842
1000,1093,carryover_crt,0,two-sided,ok,,0.9283308590253293,0.0014992503748125937,True,0.05,2000,250,250000,2678923906,0.0270734999794513
1000,1093,carryover_crt,1000,two-sided,ok,,-0.032171199950665294,0.9510244877561219,False,0.05,2000,125,125000,3912939375,0.021501299983356148
1000,1093,carryover_crt,2500,two-sided,ok,,0.3481390755279595,0.48875562218890556,False,0.05,2000,83,43500,3445249838,0.015948400017805398
1000,1093,carryover_crt,5000,two-sided,ok,,0.24555511608856112,0.7466266866566716,False,0.05,2000,41,41000,140678686,0.012239200004842132
1000,1093,carryover_crt,10000,two-sided,ok,,0.6810299855778841,0.5032483758120939,False,0.05,2000,22,22000,3120229016,0.010510099993553013
1000,1093,total_effect_crt,5000,greater,ok,,5.697479871034623,0.511744127936032,False,0.05,2000,1,1000,1605830327,0.008477099996525794
1000,1094,anticipation_pirt,-1,greater,ok,,0.002666379478088178,0.8195902048975512,False,0.05,2000,499,1000,492455971,0.031113999983062968
1000,1094,carryover_crt,0,two-sided,ok,,0.16103191612568496,0.6006996501749126,False,0.05,2000,250,250000,1466585796,0.029600099980598316
1000,1094,carryover_crt,1000,two-sided,ok,,-0.09040495804950584,0.8345827086456772,False,0.05,2000,125,125000,2500531529,0.018230599991511554
1000,1094,carryover_crt,2500,two-sided,ok,,-0.29477946370051933,0.5817091454272864,False,0.05,2000,83,43500,3955912544,0.015208299999358132
1000,1094,carryover_crt,5000,two-sided,ok,,-0.7158443717554936,0.344327836081959,False,0.05,2000,41,41000,1226867342,0.010325699986424297
1000,1094,carryover_crt,10000,two-sided,ok,,-0.39043726211210533,0.688655672163918,False,0.05,2000,22,22000,3874522269,0.009052500012330711
1000,1094,total_effect_crt,5000,greater,ok,,-2.5250199392139914,1.0,False,0.05,2000,1,1000,2012868050,0.00924230000237003
