block_length,seed,n_events,n_blocks,treated_block_share,treated_event_share,mean_reward,mean_reward_control,mean_reward_treated,naive_effect,pure_history_memory,pure_history_share,pure_history_ht,generation_seconds,includes_compilation,jax_backend,file_size_megabytes
5000,1024,500000,100,0.43,0.43,2.233573198318481,1.7451318502426147,2.8810410499572754,1.1359091997146606,5000,0.5353535353535354,0.0626556746613497,101.72789460000058,False,cpu,0.6461935043334961
5000,1025,500000,100,0.53,0.53,2.3577535152435303,1.7664875984191897,2.882084846496582,1.1155972480773926,5000,0.5151515151515151,1.876782178776207,104.68407689999732,False,cpu,0.6467504501342773
5000,1026,500000,100,0.51,0.51,2.353450298309326,1.6991907358169556,2.982051134109497,1.2828603982925415,5000,0.5050505050505051,1.6942873958865652,102.87478679999184,False,cpu,0.6461477279663086
5000,1027,500000,100,0.48,0.48,2.3035030364990234,1.7039626836776731,2.9530060291290283,1.249043345451355,5000,0.4242424242424242,0.7082664072587183,102.97262950000004,False,cpu,0.6470928192138672
5000,1028,500000,100,0.52,0.52,2.373749256134033,1.7282299995422363,2.969611883163452,1.2413818836212158,5000,0.3939393939393939,1.5206793994554817,105.29636310000204,False,cpu,0.6517763137817383
5000,1029,500000,100,0.6,0.6,2.446061611175537,1.695165753364563,2.9466590881347656,1.2514933347702026,5000,0.5050505050505051,3.274196772885804,101.88608890000614,False,cpu,0.6431512832641602
5000,1030,500000,100,0.57,0.57,2.4538493156433105,1.6434125900268557,3.065230369567871,1.4218177795410156,5000,0.5454545454545454,3.2010286127812484,163.23701709999295,True,cpu,0.6458816528320312
5000,1031,500000,100,0.53,0.53,2.3692309856414795,1.7029072046279907,2.9601218700408936,1.2572146654129028,5000,0.6060606060606061,2.1007124360805207,144.3400099999999,False,cpu,0.6450042724609375
5000,1032,500000,100,0.48,0.48,2.301917552947998,1.7373071908950806,2.9135777950286865,1.176270604133606,5000,0.4747474747474747,0.6481069748931912,154.81619749999663,False,cpu,0.6485633850097656
5000,1033,500000,100,0.51,0.51,2.3500142097473145,1.7013847827911377,2.9732069969177246,1.271822214126587,5000,0.5050505050505051,1.6169449326372358,142.84229820000473,False,cpu,0.646601676940918
5000,1034,500000,100,0.47,0.47,2.2610960006713867,1.712875247001648,2.879302501678467,1.1664272546768188,5000,0.5151515151515151,0.7348200227984425,161.22551380000368,False,cpu,0.6435756683349609
5000,1035,500000,100,0.52,0.52,2.350940227508545,1.6949410438537598,2.9564778804779053,1.2615368366241455,5000,0.494949494949495,1.6149695787611484,163.71787209999457,False,cpu,0.6441259384155273
5000,1036,500000,100,0.57,0.57,2.4067137241363525,1.7821555137634275,2.8778719902038574,1.0957164764404297,5000,0.5252525252525253,2.431047378206644,167.7266144000023,False,cpu,0.6459178924560547
5000,1037,500000,100,0.51,0.51,2.3133411407470703,1.706819772720337,2.896077871322632,1.189258098602295,5000,0.4545454545454545,1.2484269613043375,141.81281599999056,False,cpu,0.6430015563964844
